timestamp,brightness
22:00,0.37504913513351534
22:10,0.4009813401495277
22:20,0.4111292526680517
22:30,0.4099801718440185
22:40,0.4111557475700326
22:50,0.39963367046958204
23:00,0.4158221751900484
23:10,0.471555044021344
23:20,0.7789024213240442
23:30,3.996737238604652
23:40,5.858033924243267
23:50,10.782760324046631
00:00,28.365283010991952
00:10,51.78408986114123
00:20,51.78408986114123
00:30,82.3236685991072
00:40,110.34142924206213
00:50,126.73556733325431
01:00,218.6553868202289
01:10,233.24995100192612
01:20,249.62083440398146
01:30,81.50279752526943
01:40,73.04199741558313
01:50,72.01301099418207
02:00,70.85252372222506
02:10,71.71173146797372
02:20,72.40436703465325
02:30,71.30511903224418
02:40,77.86672445765382
02:50,74.26667790157373
03:00,80.32953378918614
03:10,90.34397574240332
03:20,88.57759113300493
03:30,87.09958605814285
03:40,82.40602245829211
03:50,103.75645393491489
04:00,80.6309097559945
04:10,89.94129922570248
04:20,114.27050731185972
04:30,182.15205326135617
